uniprot_id	bulk_abundance	new_single_cell_F1	new_single_cell_F3	new_single_cell_F5	new_single_cell_F7	new_single_cell_F9	new_single_cell_F11	new_single_cell_F13	new_single_cell_F15	new_single_cell_F17	new_single_cell_F19	old_single_cell_F3	old_single_cell_F4	old_single_cell_F5	query_id	score
Q14689	11786.1607965396	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14689	5.0
Q14690	211888.493726287	True	True	True	True	True	True	True	True	True	True	False	False	False	Q14690	5.0
Q14691	126545.465532759	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14691	5.0
Q14692	214685.131821746	True	True	True	True	True	True	True	True	True	True	False	False	False	Q14692	5.0
Q14693	14856.7083021707	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14693	5.0
Q14694	263315.560926109	True	True	True	True	True	True	True	True	True	True	True	True	False	Q14694	5.0
Q14696	625963.563835357	True	True	True	True	True	True	True	True	True	True	True	True	True	Q14696	5.0
Q14697	2608296.60396812	True	True	True	True	True	True	True	True	True	True	True	True	True	Q14697	5.0
Q14699	28946.355167871	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14699	5.0
Q14703	4319.42480163389	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14703	5.0
Q14722	52124.3725239406	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14722	5.0
Q14728	3286.18642542538	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14728	4.0
Q14738	431470.619414773	False	True	False	False	True	True	False	True	False	False	False	False	False	Q14738	5.0
Q14739	231436.18839763	True	True	True	True	True	True	True	True	True	True	True	True	False	Q14739	5.0
Q14746	32089.4081056064	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14746	5.0
Q14764	181096.702679376	True	True	True	True	True	True	True	True	True	True	True	True	True	Q14764	5.0
Q14765	2091.20627627696	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14765	5.0
Q14766	2116.52563351979	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14766	5.0
Q14767	296.263037317065	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14767	5.0
Q14774	1188.21649196348	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14774	5.0
Q14781	3327.4823606447	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14781	5.0
Q14789	76170.9845053195	False	False	False	False	False	False	True	False	False	False	False	False	False	Q14789	5.0
Q14790	113556.258727624	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14790	5.0
Q147X3	25045.4478326623	False	False	False	False	False	False	False	False	False	False	False	False	False	Q147X3	5.0
Q14807	89515.4366521678	False	False	False	False	False	True	False	False	False	False	False	False	False	Q14807	5.0
Q14814	63350.1827014477	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14814	5.0
Q14839	493531.816656586	True	True	True	True	True	True	True	True	True	True	True	True	False	Q14839	5.0
Q14847	2432442.15911789	True	True	True	True	True	True	True	True	True	True	True	True	True	Q14847	5.0
Q14849	10577.2155226208	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14849	5.0
Q14865	4121.81872715232	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14865	5.0
Q14872	924.674435307076	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14872	5.0
Q14894	1007.07743433376	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14894	5.0
Q14914	1198148.40707555	True	True	True	True	True	True	True	True	True	True	True	True	False	Q14914	5.0
Q14919	478619.509987161	True	False	True	True	True	True	True	True	False	False	True	True	False	Q14919	5.0
Q14929	311.318760498775	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14929	5.0
Q14934	18607.4258137343	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14934	5.0
Q14938	46734.9299507745	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14938	5.0
Q14956	6916.81022656762	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14956	5.0
Q14964	87340.2736890333	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14964	5.0
Q14966	53118.8606155928	True	True	True	False	False	True	True	False	True	True	False	False	False	Q14966	5.0
Q14974	2398721.37878993	True	True	True	True	True	True	True	True	True	True	True	True	True	Q14974	5.0
Q14978	1020887.99282984	True	True	True	True	True	True	True	True	True	True	True	True	False	Q14978	5.0
Q14980	807860.128027632	True	True	True	True	True	True	True	True	True	True	True	True	True	Q14980	5.0
Q14995	2887.01943191179	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14995	5.0
Q14997	32476.6791834345	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14997	5.0
Q14999	1709.34631269037	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14999	5.0
Q149N8	4345.31959881406	False	False	False	False	False	False	False	False	False	False	False	False	False	Q149N8	5.0
Q14BN4	26489.8020753786	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14BN4	5.0
Q14C86	239826.102684006	True	True	True	True	True	True	True	True	True	True	False	False	False	Q14C86	5.0
Q14CB8	1530.84286529803	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14CB8	5.0
Q14CN2	2930.44845936296	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14CN2	5.0
Q14CN4		False	False	True	True	True	True	True	True	False	False	False	False	False	Q14CN4	5.0
Q14CS0	3601.85119977445	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14CS0	5.0
Q14CW9	6417.9671987317	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14CW9	5.0
Q14CX7	138824.884882589	True	True	True	True	True	True	True	True	False	True	False	False	False	Q14CX7	5.0
Q14CZ0	4488.02870327368	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14CZ0	3.0
Q14CZ7	39013.6768715844	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14CZ7	5.0
Q14CZ8	1242.02956074852	False	False	False	False	False	False	False	False	False	False	False	False	False	Q14CZ8	5.0
Q15003	366261.765715726	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15003	5.0
Q15004	202042.716398449	False	False	False	False	False	True	True	False	False	False	False	False	False	Q15004	5.0
Q15005	559149.232711141	True	True	True	True	True	True	True	True	True	True	True	True	False	Q15005	5.0
Q15006	278691.316051758	True	False	True	False	True	False	True	True	False	False	False	False	False	Q15006	5.0
Q15007	132362.694386292	False	True	True	True	True	True	True	False	True	False	False	False	False	Q15007	5.0
Q15008	718494.305759173	True	True	True	True	True	True	True	True	True	True	True	True	False	Q15008	5.0
Q15011	14290.4244960515	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15011	5.0
Q15012	10544.361411766	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15012	5.0
Q15013	19615.8978401759	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15013	5.0
Q15014	201576.610049206	True	True	True	True	True	True	True	True	True	True	True	True	False	Q15014	5.0
Q15018	131344.165697205	False	False	True	False	False	False	True	False	False	True	False	False	False	Q15018	5.0
Q15019	2066462.35897146	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15019	5.0
Q15020	288554.356577716	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15020	5.0
Q15021	265122.442329348	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15021	5.0
Q15022	58010.1000829587	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15022	5.0
Q15024	299582.213654918	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15024	5.0
Q15025	11370.6931617822	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15025	5.0
Q15029	1078547.07455103	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15029	5.0
Q15031	227004.641841525	True	True	True	True	False	True	True	True	False	True	True	True	False	Q15031	5.0
Q15032	6561.7416054556	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15032	3.0
Q15034	1018.61328824844	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15034	4.0
Q15035	3530.52224835287	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15035	4.0
Q15036	50218.6433314135	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15036	5.0
Q15038	56681.6563795402	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15038	5.0
Q15040	9831.39132940532	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15040	5.0
Q15041	15098.9685157897	True	False	True	False	True	False	False	False	False	False	False	False	False	Q15041	5.0
Q15042	164903.822842709	True	True	True	True	True	True	True	False	True	True	False	False	False	Q15042	5.0
Q15043	52343.7430199998	False	False	True	False	False	False	False	False	False	True	False	False	False	Q15043	5.0
Q15046	1492691.19745258	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15046	5.0
Q15047	14349.1702774393	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15047	5.0
Q15048	23557.0686587992	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15048	4.0
Q15050	594371.911275547	True	False	True	True	True	True	True	True	True	True	True	True	False	Q15050	5.0
Q15051	2689.29013022324	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15051	5.0
Q15052	947.461856825627	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15052	5.0
Q15054	149528.06771706	False	False	False	True	False	False	False	False	False	False	False	False	False	Q15054	5.0
Q15056	2867417.20775105	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15056	5.0
Q15057	38290.9243102891	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15057	5.0
Q15058	50199.078373544	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15058	5.0
Q15059	82069.2438630253	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15059	5.0
Q15061	298751.152267331	True	False	True	True	True	True	False	False	False	True	True	False	False	Q15061	5.0
Q15063	36940.3667773587	True	False	False	False	False	False	False	False	False	False	False	False	False	Q15063	5.0
Q15067	167596.881749446	True	True	True	False	False	False	True	False	True	False	False	False	False	Q15067	5.0
Q15070	306076.502669634	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15070	5.0
Q15072	4362.81297290911	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15072	5.0
Q15075	140298.011122172	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15075	5.0
Q15080	2728.85127084026	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15080	5.0
Q15084	2779432.4413322	True	True	True	True	True	True	True	True	True	True	True	True	False	Q15084	5.0
Q15102	914004.096123193	True	True	True	True	True	True	True	True	True	True	False	True	False	Q15102	5.0
Q15111	1108.30578953976	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15111	5.0
Q15113	33804.2191188711	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15113	5.0
Q15118	32640.1041256382	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15118	5.0
Q15119	7841.52002609341	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15119	5.0
Q15120	35768.195625003	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15120	5.0
Q15121	204039.492981008	False	False	True	True	False	True	True	False	False	True	True	False	False	Q15121	5.0
Q15124	11267.1139730615	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15124	5.0
Q15125	190054.281274998	False	True	True	True	False	True	True	False	False	True	False	False	False	Q15125	5.0
Q15126	813441.895419803	True	True	True	True	True	True	True	True	True	True	True	True	False	Q15126	5.0
Q15131	3199.10078763218	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15131	5.0
Q15136	767521.788420301	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15136	1.0
Q15139	321.855065751418	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15139	5.0
Q15147	14553.451455194	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15147	5.0
Q15149	2628667.17774985	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15149	5.0
Q15154	74766.9110582167	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15154	5.0
Q15155	1284.3814575094	False	False	False	False	True	False	False	False	False	False	False	False	False	Q15155	5.0
Q15165		True	True	True	True	True	True	True	True	True	True	False	False	False	Q15165	5.0
Q15166	21519.7273365976	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15166	5.0
Q15170	64604.6417648424	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15170	5.0
Q15172	25737.1266373416	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15172	5.0
Q15173	4261.82326390644	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15173	5.0
Q15181	2082919.9411793	True	True	True	True	True	True	True	True	True	True	True	True	False	Q15181	3.0
Q15185	3510183.61775666	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15185	5.0
Q15198	4744.51881718156	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15198	4.0
Q15208	63344.4283020741	False	False	True	False	False	False	False	False	False	False	False	False	False	Q15208	5.0
Q15223	1161.35288153385	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15223	5.0
Q15233	6791917.58039043	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15233	5.0
Q15257	521054.501923693	True	True	True	True	True	True	True	True	True	True	True	True	False	Q15257	5.0
Q15262	36304.5056466011	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15262	5.0
Q15269	210501.683477305	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15269	3.0
Q15274	115841.813785343	False	False	False	False	False	False	False	False	False	True	False	False	False	Q15274	5.0
Q15276	60749.1941846835	False	True	False	False	False	False	False	False	False	False	False	False	False	Q15276	5.0
Q15283	25551.5214797954	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15283	5.0
Q15286	296305.532533648	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15286	5.0
Q15287	1095867.81666488	False	False	False	False	True	False	True	False	False	False	False	False	False	Q15287	5.0
Q15291	108125.164225651	True	True	True	True	False	True	False	False	True	True	False	False	False	Q15291	5.0
Q15293	1561686.44593931	True	True	True	True	True	True	True	True	True	True	True	True	False	Q15293	5.0
Q15303	429.99749317519	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15303	5.0
Q15306	1274.34838618701	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15306	5.0
Q15311	27951.9949561524	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15311	5.0
Q15323		False	False	True	False	False	False	False	False	False	False	False	False	False	Q15323	5.0
Q15326	22777.4990352878	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15326	5.0
Q15329	4235.23793880146	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15329	5.0
Q15334	55784.2984053386	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15334	5.0
Q15349	130.947112140443	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15349	5.0
Q15361	9701.34190356711	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15361	5.0
Q15363	262935.770567466	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15363	5.0
Q15365	3358094.84231844	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15365	5.0
Q15366	3589133.9771593	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15366	5.0
Q15369	2400735.41857061	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15369	5.0
Q15370	1552421.86294818	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15370	5.0
Q15375	28584.4034472858	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15375	5.0
Q15382	698993.763304588	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15382	5.0
Q15386	46941.2142123094	False	False	True	False	False	False	False	False	False	True	False	False	False	Q15386	5.0
Q15388	457595.59256988	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15388	5.0
Q15389	1987.39691158133	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15389	5.0
Q15390	21488.0781400441	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15390	4.0
Q15392	229410.639818204	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15392	5.0
Q15393	973184.022024599	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15393	5.0
Q15397	476913.111266287	True	True	True	True	True	True	True	True	True	True	True	True	False	Q15397	5.0
Q15398	34803.1828500884	True	False	True	False	True	False	True	False	True	True	False	False	False	Q15398	5.0
Q15404	748014.374544568	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15404	4.0
Q15406	2018.07503558892	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15406	5.0
Q15417	1172976.76826806	True	True	True	True	True	True	True	True	True	True	False	False	True	Q15417	5.0
Q15418	216716.434800546	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15418	5.0
Q15424	272666.459907839	True	True	True	True	True	True	True	True	True	True	True	True	False	Q15424	5.0
Q15427	419432.415925678	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15427	5.0
Q15428	1222241.10784106	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15428	5.0
Q15434	59114.9447626461	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15434	3.0
Q15435	245407.870076177	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15435	5.0
Q15436	441339.414340105	True	True	True	True	True	True	True	True	True	True	True	False	False	Q15436	5.0
Q15437	119948.836959413	True	False	True	True	True	False	False	True	False	True	False	False	False	Q15437	5.0
Q15438	35375.1701478017	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15438	5.0
Q15459	927206.371031355	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15459	5.0
Q15464	6616.03037401093	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15464	5.0
Q15465	776.613739430225	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15465	5.0
Q15468	3201.1723714066	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15468	5.0
Q15475	6331.56563052072	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15475	5.0
Q15477	154689.763954974	True	True	True	False	True	True	True	True	True	True	False	False	False	Q15477	5.0
Q15485	57449.0461440549	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15485	5.0
Q15493	5404.68251959787	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15493	5.0
Q15506	2190.35457748015	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15506	5.0
Q15517	370036.651704659	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15517	5.0
Q15526	141551.171761232	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15526	5.0
Q15527	318557.794910477	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15527	3.0
Q15528	44223.1673793832	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15528	5.0
Q15532	361059.788682198	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15532	5.0
Q15542	16917.358717775	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15542	5.0
Q15543	8678.785134919	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15543	5.0
Q15544	8519.43281093923	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15544	5.0
Q15545	28416.9504255207	False	True	True	False	True	False	True	False	False	True	False	False	False	Q15545	5.0
Q15554	40156.500587136	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15554	5.0
Q15555	256139.824907514	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15555	5.0
Q15560	13097.0837785032	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15560	5.0
Q15561	8058.27761402448	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15561	5.0
Q15562	1918.45670003338	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15562	5.0
Q15569	142.985315629537	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15569	5.0
Q15572	4136.66362746867	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15572	5.0
Q15573	911.076532828308	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15573	5.0
Q15582	403078.412906558	True	True	True	True	False	True	True	True	True	True	True	True	True	Q15582	5.0
Q15583	11230.2858170719	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15583	5.0
Q15596	4264.93063956806	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15596	5.0
Q15599	248026.121791061	False	False	False	True	False	False	True	True	True	True	True	True	False	Q15599	5.0
Q155Q3	2285.53234311572	False	False	False	False	False	False	False	False	False	False	False	False	False	Q155Q3	5.0
Q15628	54840.5769081055	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15628	5.0
Q15629	66670.471139883	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15629	5.0
Q15631	902268.114039469	True	True	True	True	True	True	True	True	True	True	True	True	False	Q15631	5.0
Q15633	30924.1422324987	False	False	True	False	False	False	True	False	False	False	False	False	False	Q15633	5.0
Q15637	762400.372977997	True	True	True	True	True	True	True	True	True	True	True	True	False	Q15637	5.0
Q15642	153469.831287819	True	False	True	True	True	True	True	True	True	False	False	True	False	Q15642	5.0
Q15643	46705.5825139703	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15643	5.0
Q15645	1270111.02969057	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15645	5.0
Q15646	2228.85084519875	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15646	5.0
Q15648	37682.1088565863	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15648	5.0
Q15649	24923.4244068813	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15649	5.0
Q15650	113638.211302558	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15650	5.0
Q15651	1271549.62953391	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15651	5.0
Q15652	5687.93606060912	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15652	5.0
Q15653	22626.8737760343	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15653	5.0
Q15654	309500.370296788	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15654	5.0
Q15672	6333.29195033275	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15672	5.0
Q15678	1214.5235317438	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15678	5.0
Q15691	2287258.66292772	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15691	5.0
Q15696	11988.140214545	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15696	5.0
Q15697	4138.27630936016	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15697	5.0
Q15699	2382.89678051316	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15699	5.0
Q15700	1276.51803819169	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15700	5.0
Q15714	309356.510312455	False	False	False	False	False	False	False	False	False	False	True	True	False	Q15714	5.0
Q15717	2618884.69881513	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15717	5.0
Q15723	35216.3487250967	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15723	5.0
Q15735	1344.58981974302	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15735	5.0
Q15738	318154.98695434	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15738	5.0
Q15742	27210.8283168621	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15742	5.0
Q15746	8210.95246586386	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15746	5.0
Q15750	69852.6539933574	False	True	False	False	False	False	False	False	False	False	False	False	False	Q15750	5.0
Q15751	9333.06034367133	False	False	True	False	False	False	True	False	False	False	False	False	False	Q15751	5.0
Q15758	282638.834021892	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15758	5.0
Q15759	2063.93042324718	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15759	5.0
Q15768	1673.07902933146	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15768	5.0
Q15771	15016.9042872784	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15771	5.0
Q15772	13950.965840802	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15772	5.0
Q15773	154403.85187624	False	False	False	False	False	False	False	False	False	True	False	False	False	Q15773	3.0
Q15776	5898.83479764318	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15776	5.0
Q15777	4335.88614658755	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15777	5.0
Q15785	550770.827223512	True	True	True	True	True	True	True	True	True	True	False	False	True	Q15785	5.0
Q15788	1508.96855061528	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15788	5.0
Q15796	245943.029217901	False	True	True	False	False	False	True	False	False	False	False	False	False	Q15796	5.0
Q15797	11712.2018332822	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15797	5.0
Q15800	12211.4109102318	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15800	5.0
Q15811	35401.6403849191	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15811	5.0
Q15813	264351.352813316	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15813	5.0
Q15814	71084.0954592588	True	False	False	False	False	False	False	False	False	False	False	False	False	Q15814	5.0
Q15818	54689.2362045859	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15818	5.0
Q15819	1551501.15904844	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15819	5.0
Q15828		False	False	False	False	False	False	False	False	False	False	True	True	False	Q15828	5.0
Q15831	28326.6063553588	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15831	5.0
Q15833	106624.416459139	False	True	True	True	True	True	True	True	True	True	False	False	False	Q15833	5.0
Q15834	18632.6044915534	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15834	5.0
Q15836	1424041.21292826	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15836	5.0
Q15842	1165.55359307641	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15842	5.0
Q15843	63764.4994563301	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15843	5.0
Q15846	1548.20141254569	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15846	2.0
Q15847	99618.1873475876	True	False	True	True	True	False	True	True	False	False	False	False	False	Q15847	4.0
Q15853	63197.4653822428	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15853	5.0
Q15858	392.599651647648	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15858	5.0
Q15904	174145.388236343	True	True	True	True	True	True	True	True	True	True	False	False	False	Q15904	5.0
Q15906	45532.2604817398	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15906	5.0
Q15907	1436988.61151834	True	True	True	True	False	True	True	True	True	True	True	True	True	Q15907	5.0
Q15910	30793.5173667232	True	True	True	True	True	True	True	True	False	True	False	False	False	Q15910	5.0
Q15911	7266.08008875627	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15911	5.0
Q15916	488.629892576663	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15916	5.0
Q15928	2118.71230528167	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15928	5.0
Q15935	1670.70781695866	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15935	5.0
Q15937	349.999833086578	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15937	4.0
Q15942	1081251.64225651	True	True	True	True	True	True	True	True	True	True	True	True	True	Q15942	5.0
Q15973	4493.55292667212	False	False	False	False	False	False	False	False	False	False	False	False	False	Q15973	5.0
Q16134	118074.520742211	False	False	False	False	False	False	False	False	False	False	False	False	False	Q16134	5.0
Q16181	1269190.32579083	True	True	True	True	True	True	True	True	True	True	True	True	False	Q16181	5.0
Q16186	715559.562078753	True	True	True	True	True	True	True	True	True	True	True	True	False	Q16186	5.0
Q16204	385936.057173284	True	True	True	True	True	True	True	True	True	True	False	False	False	Q16204	5.0
Q16206	3759.92186446909	False	False	False	False	False	False	False	False	False	False	False	False	False	Q16206	5.0
Q16222	277264.225007162	True	True	True	True	True	True	True	True	True	True	True	True	False	Q16222	5.0
Q16236	4723.19847783979	False	False	False	False	False	False	False	False	False	False	False	False	False	Q16236	5.0
Q16254	11979.5086154849	False	False	False	False	False	False	False	False	False	False	False	False	False	Q16254	5.0
